Lyceum Theatre,"In many cities a local transport museum would be of very narrow interest - not London, however! London's public transport is iconic, and the story of how it developed from horse and cart through early buses, Tube trains and trolleybuses to the present day is well worth coming to find out about. There is plenty of opportunity to clamber aboard the historic buses and Tube trains on display. Also, because London's transport is so well known, the museum shop contains plenty of items that make interesting and original gifts and souvenirs."
New London Theatre,"In many cities a local transport museum would be of very narrow interest - not London, however! London's public transport is iconic, and the story of how it developed from horse and cart through early buses, Tube trains and trolleybuses to the present day is well worth coming to find out about. There is plenty of opportunity to clamber aboard the historic buses and Tube trains on display. Also, because London's transport is so well known, the museum shop contains plenty of items that make interesting and original gifts and souvenirs."
Noel Coward Theatre,"In many cities a local transport museum would be of very narrow interest - not London, however! London's public transport is iconic, and the story of how it developed from horse and cart through early buses, Tube trains and trolleybuses to the present day is well worth coming to find out about. There is plenty of opportunity to clamber aboard the historic buses and Tube trains on display. Also, because London's transport is so well known, the museum shop contains plenty of items that make interesting and original gifts and souvenirs."
Novello Theatre,"In many cities a local transport museum would be of very narrow interest - not London, however! London's public transport is iconic, and the story of how it developed from horse and cart through early buses, Tube trains and trolleybuses to the present day is well worth coming to find out about. There is plenty of opportunity to clamber aboard the historic buses and Tube trains on display. Also, because London's transport is so well known, the museum shop contains plenty of items that make interesting and original gifts and souvenirs."
Savoy Theatre,"In many cities a local transport museum would be of very narrow interest - not London, however! London's public transport is iconic, and the story of how it developed from horse and cart through early buses, Tube trains and trolleybuses to the present day is well worth coming to find out about. There is plenty of opportunity to clamber aboard the historic buses and Tube trains on display. Also, because London's transport is so well known, the museum shop contains plenty of items that make interesting and original gifts and souvenirs."
Shaftesbury Theatre,"In many cities a local transport museum would be of very narrow interest - not London, however! London's public transport is iconic, and the story of how it developed from horse and cart through early buses, Tube trains and trolleybuses to the present day is well worth coming to find out about. There is plenty of opportunity to clamber aboard the historic buses and Tube trains on display. Also, because London's transport is so well known, the museum shop contains plenty of items that make interesting and original gifts and souvenirs."
Theatre Royal Drury Lane,"In many cities a local transport museum would be of very narrow interest - not London, however! London's public transport is iconic, and the story of how it developed from horse and cart through early buses, Tube trains and trolleybuses to the present day is well worth coming to find out about. There is plenty of opportunity to clamber aboard the historic buses and Tube trains on display. Also, because London's transport is so well known, the museum shop contains plenty of items that make interesting and original gifts and souvenirs."
St Martin's Theatre,The theatre which has been showing The Mousetrap continuously for the past 58 years!
English National Opera,A little easier to get tickets here than it is at the Royal Opera House but still difficult for the most notable productions. Look for last minute availability and off peak performances.
Royal Opera House,"One of the world's great Opera and Ballet venues. Peak time tickets are like gold dust and it is very unlikely that a casual visitor will be able to obtain one. However, at least 65 tickets per performance are held off for on-the-day in person sales from 10AM, and tickets are sometimes available for off peak (especially matinee) performances and can be surprisingly affordable. Check the website or at London ticket agencies."
Ben's Cookies,"Very nice cookies - try their white chocolate with macadamia cookies. Price is about £1 per cookie, and the cookies here are almost twice as big as those at Millie's. They also have branches at 12 Kensington Arcade, Kensington High St; at 39 Leadenhall Market; and at 9 Pelham St, South Kensington."
Monmouth Coffee,"Arguably the best coffee in London. Primarily a venue for quality coffee roasters, the shop on Monmouth street has a tasting room, i.e. a café, where you can marvel at the fact that not everywhere in London sells poor chain-café coffee. A selection of goodies such as croissants, pastries, and brownies are also available. As you would expect of a roasters you can also purchase excellent coffee in bean form or ground, with various blends to suit your taste. Helpful and knowledgeable staff can help you make a selection."
Neal's Yard Dairy,"A fabulous cheese shop specialising in British cheeses. The smell as you walk up the street can be enticing or repulsive, depending on your preference for fragrant cheese. But regardless, a trip to this shop is well worthwhile. Whether they are busy or not, the staff are always keen to have you taste a few cheeses to ensure you find what you are looking for. Everyone here is passionate about their cheese, and while the prices are higher than you will pay pretty much anywhere else in the world for cheese, the quality and taste are second to none."
Stanfords,"This is the flagship store of the world's largest map retailer. They have been selling maps and travel guidebooks of all descriptions from this location since 1901. With three floors of regional maps, walking maps, guidebooks, travel books, a digital mapping service and more this is a huge store that is interesting even if you do not intend to buy anything."
Thomas Neal's,"A nice shopping plaza with clothes shops, design shops and cafes."
The Tintin Shop,"The place to go in Britain for fans of the Belgian reporter. Sells non-fiction books, clothes, posters, figurines and memorabilia, as well as each of Hergé's 24 Adventures of Tintin comicbooks in English, the original French and any other language you can think of."
Angels Fancy Dress,Long established costume hire store. Also has a selection of costumes for retail purchase on the second (US. third) floor.
KRYOLAN CITY LONDON,"This is where the professionals buy make up, so on the pricey side, but the range of products kept is large.  Staff are highly approachable even on specialist queries."
Arthur Beale,A quite unusual shop for the centre of London. A marine supply store which sells numerous items related to yachting: from clothing to sailing hardware and accessories. The shop has been at its current location for over 120 years.
Ocean Leisure,Watersports-related items.
The George,"Established in 1723, not much of the decor has changed in this traditional English pub, where you can order happily inexpensive, tasty food."
Primrose Bakery,"You can get possibly the best cupcakes in London here. They have an impressive clientele that includes U2 and Kate Moss. They also supply Selfridges food hall, Fortnum & Mason and Libertys, where the prices are MUCH higher (£1 more in Fortnum & Mason). They have another branch at 69 Gloucester Ave, Primrose Hill. Try their chocolate on chocolate cupcake with cherry filling."
Brown's,"Always buzzing, this popular restaurant is frequented by hip (often single) clientele, who are served by attentive staff. Meals are good, the braised lamb shank is especially tasty."
Maison Malinowski Brasserie,Serves really delicious crêpes among other things. Perfect for a break while shopping!
Paul's Bakery,"A French favourite, now in London, Paul's serves coffee and teas together fine French pastries, tarts, cakes and breads for savouring on or off the premises. Light snacks, lunches and dinners are also catered for, at prices a little higher than your average café (but reasonable for the touristy Covent Garden), somewhat less than a restaurant."
Cafe Pacifico,"London's original Mexican Cantina, serving all your typical Mexican food along with a good range of margaritas and tequila."
La Perla,"Another of Cafe Pacifico's venues, this one is slightly smaller with more of a bar feeling."
Scoop,"This place is popular among the university students in London. Come here for some genuine Italian gelato or coffee and cake. Try their hazelnut gelato, which is simply amazing."
The Ivy,"Wining and dining rooms of celebrities, the actual difficulty in getting a table these days gives the restaurant slightly more kudos as an eatery than it deserves. Cosy and intimate, serving traditional but diverse restaurant meals. Competent cooking and reasonably good service, but not worth waiting 6 months for. Unless you are an avid star-gazer, go at a time when celebs are unlikely to be around."
Joe Allen,"Legendary informal bistro which is incredibly hard to find for the first time - look for the dark, discrete door with a simple plaque on it on the north side of Exeter St. Food is a take on American style grilled fare using the very highest quality ingredients. Steaks and chops are superb. Favoured by lots of celebs and booking essential, especially pre- and post theatre."
Rules,"Claims to the oldest restaurant still-going in London. It's high-class decor matches its posh diners. Rules has a dress code: ""jacket or tie not required, but smart casual preferred. No shorts."""
Princess Louise,"Ornately designed Victorian interior, mostly preserved from an 1891 remodelling, with wood and etched-glass partitions dividing it into smaller sections. A Grade II listed building and on CAMRA's national inventory of historic pub interiors."
The Salisbury,"Beautifully preserved Victorian pub. Full of mirrors and lights, cut glass and mahogany, this place is nothing like the dark and dingy pubs that are all too common in London."
Ernest Sports bar,A modern sports bar to watch champions league and premiership action.Serving local ales and international beers. Beers from £5.
The Intrepid Fox,The best rock and metal pub in London.
Porterhouse,"A modern pub split across multiple levels connected by narrow staircases and walkways, with a selection of over 100 bottled beers from around the world."
Waxy's Little Sister,"Irish themed pub with a fibreglass tree inside it. It is almost invariably unbearably crowded. The smaller Waxy's Little Sister opposite it, however, is generally quieter and more relaxed."
The Spice of Life,"On Cambridge Circus, is a bustling middle-of-the-road gaf, with open-mic performances from talented musicians downstairs."
Rum Bar,"Asia de Cuba, the trendy restaurant located inside the St. Martin's Lane Hotel, also houses the stylish Rum Bar. With tall, 'lean-on' tables designed by Phillipe Starck and a meticulously designed interior this is a great place to meet for a cocktails before or after heading out for an evening."
Light,"Stylish, ultra modern space inside the St. Martin’s Lane Hotel. On Thursday, Friday and Saturday nights, many of London's most popular D.J.'s are featured."
Freud,"If you blink, you'll miss this casual cellar bar that serves up a variety of cocktails you can't find anywhere else in London. Has good mojitos, and even an Apple Pie concoction that tastes like a drink version of the real thing! Always very crowded at night on the weekends despite the fact that you need to go down a rickety metal staircase to find it."
Guanabara,"A vibrant Brazilian bar, next to the New London Theatre, which attracts a large Latin dancing crowd. Different types of music, with good DJ's and bands, are played each night of the week, such as flamenco, forró, lambada and even American country."
Box,A trendy gay bar.
Halfway to Heaven,"Traditional pub owned by the night club, Heaven. Aimed more at office workers and locals than the clubbing crowd. The basement bar hosts entertainment in the evenings."
Heaven,"Arguably the most famous gay club in London, and perhaps the world. Has secret performances by the likes of Britney Spears or Kylie Minogue. Good fun, whether gay or straight."
The Retro Bar,The antidote to gay bars: a pub-like atmosphere and great music.
Fielding Hotel,No frills hotel located right opposite the Royal Opera House.
Strand Palace Hotel,Good value hotel in a convenient location for Covent Garden theatres and shopping
Travelodge London Covent Garden,Popular hotel with visitors and decent value for the area. Convenient for Covent Garden theatres and shopping.
The Savoy,"The famed Savoy is on The Strand in the heart of the West End theatre district, offering magnificent views of the river Thames. The Savoy opened in 1889 and remains a popular destination in London. The hotel has 263 rooms and suites, a nifty blend of elegance and contemporary design. Inventive cuisine can be enjoyed in the Savoy Grill and the more informal Banquette. The theatres, opera, ballet and shopping of Covent Garden are located nearby."
St Martins Lane,"Ian Schrager (he of Studio 54 fame) is known worldwide for being an innovator in the ‘hip’ hotel business. His first foray into London, St Martins Lane, is a playful and urbane destination in the West End theater district off Trafalgar Square that combines urban cool and modern design (via design guru Philippe Starck). Unique features to this trendy-meets-luxury hotel include Asia de Cuba restaurant, the popular Light Bar and interactive light displays in every guest room that encourage guests to personalize their own individual space."
Bunhill Fields Burial Ground,"First used to bury bones to make space at St Paul's, it was designated as a burial ground during the Great Plague of 1665. Notable interments include Daniel Dafoe, John Bunyan and William Blake."
The Honourable Society of Gray's Inn,"One of the four Inns of Court in London who hold the exclusive right to call qualified legal professionals to the bar, i.e. to become barristers at law. The grand buildings housing the inns are arranged around lovely green gardens. There are records of Gray's Inns operating from this location since the 14th century."
The Honorable Society of Lincoln's Inn,"Like Gray's Inn, one the of the four societies of the bar. The wonderful old buildings here are arranged around the open spaces of Lincoln's Inn Fields and a walk around this area will give any visitor a real sense of the history and grand traditions of the legal profession in London."
Myddelton Square Park,Nice shady park next to St Marks Church. Small children's playground.
Royal Courts of Justice,"The building holds the High Court and the Court of Appeal, two of the highest courts in the United Kingdom, though only civil cases are heard here. Trials are open to the public, but tourists would probably be more interested in seeing the impressive entrance hall, and admiring the stunning Victorian Gothic exterior."
Staple Inn,"See the rare range of Tudor half-timbered buildings. Staple Inn was built in 1585 and served as an inn Inn of Chancery (law school). Most of it escaped both the Great Fire and the German air raids, unlike other buildings in the area. The western end is actually from a different, adjoining building—which was incorporated into the Inn with a unified facade during restoration work in 1936, although the difference can still be seen in the roofing and slightly different style. One of Charles Dickens's homes was on the site and it was featured in his Mystery of Edwin Drood."
Temple Church,Has a history dating back to the 12th century with connections to the order of Templars. The chancel of the church was build by Henry III. The church still serves the members of Gray's Inn and Lincoln's Inn and has frequent service open to the public.
Wesley's Chapel and Leysian Mission,"John Wesley, founder of the Methodist church, laid the foundation stone, preached here and is buried behind the chapel. The site also contains the Museum of Methodism."
Two Temple Place,"A former home for William Waldorf Astor, a wealthy American moved to London at the end of 19th century. This Victorian house, built between 1892-1895 by John Loughborough Pearson. is in an eclectic Neo-Gothic style. It's richly decorated from outside, but even more rich and heavily eclectic inside. Currently the building is owned by the Bulldog Trust and it's open to the public during exhibitions. For exact dates/time check with the exhibitions schedule. A café, a shop and a cloakroom are open for visitors during these days."
Hunterian Museum,"Inside the Royal College of Surgeons. Exhibitions on the history of surgery, including medicine, natural history and art. The museum was established by John Hunter (1728-1793), the founder of scientific surgery."
Islington Museum,Local history museum.
Museum of the Order of St John,"Museum in the former English headquarters of the Knights Hospitaller, covering the history of the order from crusading knights to modern first aid organisation."
Sir John Soane's Museum,"The former home of architect Sir John Soane, the building has been converted into a museum, displaying some of the objects he collected during his lifetime, including the alabaster sarcophagus of Seti I, and paintings by artists including William Hogarth. There is a display of some of Soane's architectural plans on the upper floor. Be sure to wait in the picture room until the guides open the walls up to reveal further paintings behind. The museum is a little-known tourist attraction, but well worth a visit. Admission free (but you're encouraged to leave a donation)."
Courtauld Institute,"Somerset House is home to three art galleries: The exceptional Courtauld Institute displays a collection of 19th- and 20th-century art, including well-known works by Degas, Matisse and Kandinsky; The Gilbert Collection presents a collection of decorative art; and the Hermitage Rooms, the most recent addition to Somerset House, hosts temporary exhibitions of works on loan from the Hermitage Museum in Saint Petersburg. The central courtyard is filled with fountains in the Summer, but in the Winter, an ice rink is installed, it is very popular, so visitors should book in advance, or expect to wait a long time to skate."
Conway Hall,"Theatre and concert hall. Home of the National Secular Society and the South Place Ethical Society: often hosts lively debates on religion, politics and secularism."
Gresham College,"Attend free public lectures, in Barnard's Inn Hall (mostly, but other venues are used as well), renowned historic Inn of Court featured in Charles Dickens' Great Expectations."
London School of Economics,"LSE hosts a prestigious public lectures programme, which is nearly always free to attend, but may require a ticket in advance for a lecture by a Head of State or Nobel Prize winner."
Peacock Theatre,"Owned by LSE, and actually part of their campus, this theatre is currently leased to Sadler's Wells as ""Sadler's Wells in the West End""."
Sadler's Wells Theatre,"Leading dance production theatre with an amazing history back to the 1690s.  Everything from classical ballet to hip hop. For ballet fans, you have often got a much better chance of securing a ticket here than in the Covent Garden venues.  Also attached is the Lilian Baylis Theatre, primarily performances by students."
Somerset House Ice Rink,"In the courtyard of Somerset House, this has become a Londoner's favorite, although how it will compete with the newcomers remains to be seen. It is preferable to visit at night, when the Christmas tree is lit up."
History of Drinking Tour,Guided walking tours covering the history of Britain's love affair with alcohol. Stops off at 4 attractive pubs over the course of two hours.
Exmouth Market,"Area with lifestyle, fashion, health, book and interior shops."
Hatton Garden,"This street is the centre of London's jewellery trade and especially famous for diamonds.  A lot of dealers and designers to chose from, both contemporary and traditional."
Leather Lane Market,"Not much leather sold here these days but worth a visit for some great cheap finds.  Clothing, electrical goods, toiletries and food.  Combines well with a visit to Hatton Garden which is in the next street east."
Magma Books,"A fine bookshop specialising in the graphic arts, as well as toys, for not-quite-grown-up boys. A good place to pick up foreign design titles, or simply waste an hour browsing through lots of pretty books. A valuable stop for graphic junkies."
The Old Curiosity Shop,"The original shop immortalised in the Charles Dickens' novel by the same name. Nestled amongst the campus of LSE, it is worth a visit just for the old Tudor design itself. As the name suggests, it sells some oddities and knick-knacks, but mostly shoes these days."
Smithfield Market,"Smithfield Market is London's largest wholesale meat market and hence a great source of fresh meat from Britain and around the world. Additionally, there are many good restaurants in the vicinity."
Blue Lion,Offers good food in an easy pub atmosphere.
Hare Khrisna cart,"Shows up on the edge of Houghtson St regularly on weekdays offering free vegan food, if you don't mind the sogginess and queue. (Alternatively, there is a Hare Khrisna temple at Soho Sq if you like proper vegan curry.)"
L'Osteria 57,Italian bistro with large range of pasta dishes and a carne menu. Inside and casual sidewalk seating.
My Old Dutch,"Pancake house. Offers £5 for any pancakes, but only on Monday. Nice selection of Dutch and European beers."
Necco,Japanese cafe bar with home-made sushi and a range of bento-box combinations. Friendly staff.
The Three Tuns,"LSE Student Union bar, which sells tasty lunchtime meals."
Tinseltown,"Halal American-style diner, serving burgers, steaks, and grills. Good for Muslims on a budget and hungry, early-morning clubbers."
Quad,"LSE Student Union bar, which sells tasty lunchtime meals."
Whitecross Street Market,Eclectic street-food market.
Wright's Bar,"Excellent value little cafe with friendly Italian family serving, tasty sandwiches and coffee. Get's crowded with LSE students come lunch."
Carnevale,Small vegetarian restaurant with integral deli.
The Green,"Easygoing gastro-pub with good quality, reasonably priced lunch menu, and tapas in the evening."
Isolabella,Italian restaurant.
Little Bay Farringdon,European restaurant.
McQueen,European restaurant.
Moro,"Offering North African/Spanish cuisine and serving the best tapas in the city. While there are endless options for meat eaters, there are also some tasty delights for vegetarians."
Smiths of Smithfield,Grade II listed four-floor restaurant in Smithfield Market. Opening hours listed are for top-floor restaurant and terrace. Ground floor cafe and bar open longer hours: Mo-Fr 0700-1700; Sa-Su 0930-1700.
Pearl Restaurant,Modern international.
Betsey Trotwood,"Live music in the cellar every Friday. Venue is like a very small dungeon, but they know what is good music."
The Craft Beer Company,"One of RateBeer's Top 50 bars in the world, and only one of two in the UK (see CASK Pub & Kitchen in Pimlico for the other). Famous for its vast selection beers: cask, keg and bottle."
Crown Tavern,"A large, traditional pub, rebuilt in 1815 but claiming a history on this site back to 1641. In good weather, outdoor tables in the square can be pleasant. London legend claims that Stalin and Lenin first met in this pub, in a back room (under the ""Conspirators' Clock"") in 1903."
The Dovetail,Small Belgian bar serving Belgian beer and Belgian food.
Fluid,"A stylish loosely Japanese themed bar upstairs (they serve sushi), with a more spread out dance floor down a spiral metal staircase. Plenty of sofas everywhere, although on the weekends you will have to get down early to slump in a chair."
Fox & Anchor,"Independent traditional pub quite close to the Barbican. Beers are often served in pewter tankards for the extra traditional touch. Six rooms are available for those who want to sleep where they drink (or just near the Barbican). Great atmosphere but it can be a little more expensive than average, especially the food and lodging."
Horseshoe,"Irish pub where they play live Irish music every Thursday at 8PM (check it on the net!). But, be there in due time, else you risk house full!"
Jerusalem Tavern,"A converted Georgian coffee shop, which sells the Norfolk beer, St. Peters. Well worth a visit but after 5PM on weekdays, it gets flooded with City workers."
Cafe Kick,"Hidden down a backstreet away from the busier parts of Clerkenwell, lies a cosy little bar crammed with several table football machines, and a good selection of cocktails. In the summer people spread out onto the pedestrianised street and chat in the sun. Happy hour 4-7PM daily."
Water Rats Pub,Has regular live bands.
Cittie of Yorke,"The interior gives the impression of being a historic relic but it was only built in 1924 (although there have been other pubs on the site since 1430). Lack of authenticity aside, it really is an impressive and atmospheric pub, a grade II listed building and on CAMRA's national inventory of historic pub interiors."
The Knights Templar,Part of the JD Wetherspoon chain. The building is the former Union Bank and it has nice high-vaulted ceilings with black pillars. The drinks range includes a range of often changing guests beers.
The Penderel's Oak,"Part of the JD Wetherspoon chain. The open-plan, L-shaped ground floor bar is known for a varied selection of guest beers (but poor Wi-Fi). The basement bar is actually part of the Lloyds No. 1 chain, with background music and a different atmosphere."
The Shakespeare's Head,Part of the JD Wetherspoon chain.
The Square Pig,"Can be pricey and crowded too, but that's because it's used for large language-exchange and online meet-ups."
Ye Olde Mitre,"Called the hardest to find pub in London. A small but historic and award-winning pub; it dates to 1586 and marked the boundary between the gardens of Christopher Hatton and the Bishop of Ely. Parts of the Tudor pub remain, although it was rebuilt in 1757 and partially altered in 1781 and 1930; now a Grade II listed building. It's tied to Fuller's brewery, so it has their usual range plus a few unusual guests. Only open one weekend in the year, to coincide with CAMRA's Great British Beer Festival in August."
Ye Old White Horse,"Great little Victorian pub adjacent to the LSE campus. The Horse is one of the last remaining little boozers of its kind; a true throwback. Warm, welcoming, well-preserved interior, well-kept real ales, and a low-priced selection of sandwiches and pub meals make this place worth a visit while passing through Holborn."
Old Fountain,"Local CAMRA Pub of the Year 2011. This traditional pub is known for its large beer selection, mostly from local and micro-breweries."
Fabric,"A massive club (think cathedral scale) that provides a more underground version of Ministry of Sound and hosts some of the biggest names in dance music, from Goldie to David Holmes to the Scratch Perverts. There are always big queues, so get down early if you can."
The Nightjar,Speakeasy-style cocktail bar. Regular live music fitting the prohibition era theme.
Sosho,"Sosho is a former photographic studio and warehouse space converted into a two floor restaurant, bar, lounge and club with a 24 hour licence, midway between the city and central Shoreditch. Sosho is light and airy during the day time, candle lit and loungey in the evening. Serve carefully sourced and proper food, with world class cocktails and great music on one of East London's best sound system. With a 24 hour licence it is a late night drinking and DJ bar during the week and a cutting edge clubbing venue at the weekend."
The Zetter Townhouse,Cocktail lounge in a Georgian townhouse. Also offers some accommodation with thirteen rooms available for hire
London School of Economics,Cocktail lounge in a Georgian townhouse. Also offers some accommodation with thirteen rooms available for hire
Swinton Hotel,Good value bed and breakfast in the north west of the district.
Hotel Strand Contiental,"Excellently-located on south side of the Aldywch, straddling Westminster and the City. While it could be noisy at night and it appears small and grimy from the outside, there is a superb Indian restaurant on the 2nd floor."
MiNC Eagle Court,"Studio, one and two bedroom service apartments. Very modern and nicely appointed."
Malmaison London,"Studio, one and two bedroom service apartments. Very modern and nicely appointed."
Rosewood Chancery Court London,"Try this hotel for a very upscale experience.  It is in an older building that has been beautifully renovated (formerly HQ of Pearl Assurance).  There is high-speed internet, but the charge is £15 per day.  The hotel is air-conditioned.  The staff is very helpful.  A great experience, if you can pay the rates."
The Rookery,An atmosphere and decor that more recalls a private gentleman's club than a hotel.
Trafalgar Square,"The main, central square of London, Trafalgar Square is associated with celebration and demonstration - it is the site of London's lacklustre New Year celebrations, and in 2003 was the site of the triumphant homecoming of the British Rugby team from the World Cup, and a centre for demonstration against Britain's involvement in the Iraq War. In recent years, the square has been associated with the many hundreds of pigeons that used to be found here, but London's Mayor Ken Livingstone passed a bylaw in 2003 making it illegal to feed them. Nelson's Column, surrounded by the four bronze lions can be found here, on the south side of the square. The north-west plinth in the square has been vacant since 1841, and controversial contemporary sculpture has been displayed here in recent years."
National Gallery,"Houses the British national collection of western European art dating from the 13th to 19th centuries. A truly awe-inspiring collection, notable works include Hans Holbein's The Ambassadors, Van Gogh's Sunflowers and Constable's The Haywain. The vast majority of art is free of charge to visit. Temporary exhibitions are generally fairly costly, but invariably well researched and presented.  The audioguides are very comprehensive, have comments on most of the paintings in the museum, and are free though this fact is not advertised. A donation is suggested. In addition to courses, workshops, lectures and other events, the National Gallery has free talks and tours every day."
National Portrait Gallery,"The National Portrait Gallery is just around the corner from the National Gallery and is an entertaining way to learn about British history since the Tudors. Visitors walk around the gallery chronologically, viewing portraits of notable figures from British history - from Henry VII, painted by Hans Holbein, to Blur, painted by Julian Opie."
St Martins in the Fields,"A classical church that stands opposite the National Gallery. Since WWI, the homeless have sought shelter at this church, a tradition that continues to this day."
Edith Cavell Memorial,Statue in honour of the World War I nursing heroine.
Piccadilly Circus,"At the junction of five major roads, Piccadilly Circus is the home of the famous aluminum statue of Eros, which sits atop a fountain. The north side of Piccadilly Circus holds an enormous display board of electric advertisements, including Britain's biggest illuminated display (the widest in the world), advertising a popular soft drink."
Leicester Square Garden,"Relax and unwind in the garden, and gaze at the activity going on all around, while listening to the buskers, street entertainers and preachers performing in the area."
Chinatown,"The main sights to see in London's Chinatown are the expressions of Chinese culture and Eastern ambience in Chinatown, and for a good Chinese meal. There are few souvenir shops for tourists and no museums or temples."
Chinese arches,The three ornamental Chinese arches are worth a look.
Chinatown phone booths,"Chinatown does incorporate some entertaining combinations of British and Chinese culture, such as the phone booths with pagoda-style sloping roofs."
Empire,"Chinatown does incorporate some entertaining combinations of British and Chinese culture, such as the phone booths with pagoda-style sloping roofs."
Odeon Leicester Square,Also includes the Odeon Mezzanine and Odeon West End
Vue Cinemas,Also includes the Odeon Mezzanine and Odeon West End
Curzon Soho Cinema,"Voted ""London's Number 1 Cinema"" by Time Out readers, great bar and a fantastic art-house program."
Prince Charles Cinema,"The cheapest and in some ways most interesting cinema in the area. They do not screen the latest films but usually have an interesting selection, including foreign and art house films and often have theme nights. Get hold of the program at the door or on the internet and consider buying the discount-granting yearly membership if you plan to come back a few times."
TKTS,"Tickets can only be bought in person so do not try to contact by telephone. At times, there may well be long queues, so be prepared."
Adelphi Theatre,"Tickets can only be bought in person so do not try to contact by telephone. At times, there may well be long queues, so be prepared."
Ambassadors Theatre,"Tickets can only be bought in person so do not try to contact by telephone. At times, there may well be long queues, so be prepared."
Apollo Theatre,"Tickets can only be bought in person so do not try to contact by telephone. At times, there may well be long queues, so be prepared."
The Criterion Theatre,"Tickets can only be bought in person so do not try to contact by telephone. At times, there may well be long queues, so be prepared."
Garrick Theatre,"Tickets can only be bought in person so do not try to contact by telephone. At times, there may well be long queues, so be prepared."
Gielgud Theatre,"Tickets can only be bought in person so do not try to contact by telephone. At times, there may well be long queues, so be prepared."
Harold Pinter Theatre,"Tickets can only be bought in person so do not try to contact by telephone. At times, there may well be long queues, so be prepared."
Her Majesty's Theatre,"Tickets can only be bought in person so do not try to contact by telephone. At times, there may well be long queues, so be prepared."
Leicester Square Theatre,"Tickets can only be bought in person so do not try to contact by telephone. At times, there may well be long queues, so be prepared."
The Lyric Theatre,"Tickets can only be bought in person so do not try to contact by telephone. At times, there may well be long queues, so be prepared."
The Palace Theatre,"Tickets can only be bought in person so do not try to contact by telephone. At times, there may well be long queues, so be prepared."
The Phoenix Theatre,"Tickets can only be bought in person so do not try to contact by telephone. At times, there may well be long queues, so be prepared."
Piccadilly Theatre,"Tickets can only be bought in person so do not try to contact by telephone. At times, there may well be long queues, so be prepared."
Playhouse Theatre,"Tickets can only be bought in person so do not try to contact by telephone. At times, there may well be long queues, so be prepared."
Prince of Wales Theatre,"Tickets can only be bought in person so do not try to contact by telephone. At times, there may well be long queues, so be prepared."
Queen's Theatre,"Tickets can only be bought in person so do not try to contact by telephone. At times, there may well be long queues, so be prepared."
Savoy Theatre,"Tickets can only be bought in person so do not try to contact by telephone. At times, there may well be long queues, so be prepared."
Theatre Royal Haymarket,"Tickets can only be bought in person so do not try to contact by telephone. At times, there may well be long queues, so be prepared."
Wyndham's Theatre,"Tickets can only be bought in person so do not try to contact by telephone. At times, there may well be long queues, so be prepared."
Chinese New Year Festival,"Worth seeing, though Gerrard St can get unbelievably crowded, as the dragon dancers pass along the street to collect goodies hung from windows above the shops. In recent years, the festival has expanded south into Leicester Sq and Trafalgar Sq to try to alleviate the congestion."
M&M's World,"The largest sweet shop in the world. Unlike the New York City store you can only buy the ""regular"" M&M flavours here, albeit in a wider variety of colours than you would usually find. There is also a wide array of other merchandise available such as homeware and clothing."
THE LEGO STORE,"Opened in November 2016, this is officially the world's largest LEGO Store. Also has a massive Big Ben (yes, they mean the clock tower and not the actual bell. Feel free to tut loudly) sculpture made of said building blocks."
Any Amount of Books,Rare and second-hand books. Specialist in scholarly academic works and art-related titles.
David Drummond at Pleasures of Past Times,Specialises in books and other memorabilia related to the performing arts and old children's books.
Goldsboro Books,First editions and signed fiction.
Paul J Hilton,"Antiquarian and general books, especially first edition English literature."
Henry Pordes Books Ltd,"Secondhand, antiquarian and all out-of print books."
Quinto Bookshop & Francis Edwards,Huge collection. Francis Edwards have been in business here since 1856.
Café in the Crypt,"In the basement of St Martin-in-the-Fields church is the Café in the Crypt which offers reasonably-priced cafe food that you can eat amongst the brick-vaulted ceilings, pillars and gravestones."
Gaby's Deli,Jewish family-owned restaurant that has been serving gigantic falafel-stuffed pitta since 1965. A true London institution.
The Portrait Restaurant,Offers spectacular food accompanied by spectacular art on the 5th floor of the National Portrait Gallery. A must do dining experience.
Tokyo Diner,Offers excellent and well-priced Japanese food.
China China,"At the budget end of the scale, China China at the eastern end of the north side of Gerrard Street offers Hong Kong diner style meals of cold meat on hot rice."
Friendly Inn,"Offers cheap fare on the southern side of Gerrard Street. The restaurant lives up to its name with very enthusiastic serving staff, but unless you stick to the set menus, the cost of the meal can soon increase."
Luxuriance Peking Cuisine,"This family-owned business that started up in 1980 is famous for its freshly cooked crispy aromatic duck, seafood banquet and pork spare ribs. The interior is comfortable, relaxed and modern."
Mr Kong,Reputed to have the best vegetarian food in Chinatown.
New World,"A well-decorated and plush-looking restaurant which serves excellent dim sum on trolleys from midday until around 6PM. Good quality evening food is available thereafter, and the service is very good overall."
Wong Kei,"A Chinatown institution. Popular with Londoners and visitors alike and possibly the best value Chinese restaurant in the whole of London. Spread across four floors, this restaurant is infamous for its surly, abrupt service and this has become part of the experience of dining there. Depending on how drunk you look, the higher up the building you will be sent. Tea is complimentary, though somewhat bland. Set meals present excellent value for money, some being under £5. The sweet and sour pork is remarkably good."
1997,Cosy place to visit if you are not feeling in an alcoholic mood. They provide a good selection of iced and pearl tapioca teas which are often hard to come by outside of Hong Kong.
Cork and Bottle Wine Bar,"More of a wine bar than a restaurant, the extensive wine list featuring selections from Australia and California. They offer reasonable cuisine to wash down this full bodied wines."
