Kinokuniya Bookstore,"A Japanese book dealer, carrying a huge selection of Japanese reading material. It also sells a number of books by Japanese authors in English translation. It is also known as a source of excellent Japanese anime and manga, much of which is difficult or impossible to find anywhere else in the United States."
M&M's World New York,You can purchase all types of M&M goodies and M&M-themed trinkets here.
Midtown Comics,"An absolutely gigantic comic book store, one of the largest and most well-known in the country, with two full floors of comics, collectibles, manga, and back issues, as well as a very knowledgeable staff. Signings by giants in the comic book industry are a regular occurrence here and the store also sponsors the annual New York Comic Con held every October. Smaller locations can be found in Midtown East and the Financial District."
Sephora,One-stop shopping for cosmetics.
Cranberry Cafe,"A huge variety of sandwiches, pizza, sushi, and udon. Hot and cold salad bars. Sandwiches are $4-$6. Very popular with local workers, so it gets very busy at breakfast and lunch time. There is ample seating upstairs."
Poseidon Bakery,"Serves wonderful Greek pastries, savory and sweet alike. There is no place to sit, but the staff are very friendly and helpful, and you can have a delicious, cheap meal for takeout."
The Halal Guys,"An extremely popular and affordable food stand that is probably the only Mediterranean stand in all of Manhattan that was actually given a name. This is the original location and since it started in 2008, it has begun a chain and opened 5 more throughout Manhattan and Bergen County, NJ. Delicious gyros, wraps, and falafel, and each dish comes with rice and pita bread. There's also an incredible white sauce that's worth trying. Note that if you want some on a weekend, you're going to have to get there early because there is guaranteed to be a long wait."
The Original Soup Man,"Inspiration for the Soup Nazi from ""Seinfeld"". Menu items change daily. The best soup in the area, but ONLY if you follow the rules! ""NO SOUP FOR YOU!"""
Ariana Afghan Kabob,"Very good food, which of course includes kebabs, but also peppery Aush (a type of beany noodle soup), Badinjan Burani (a fried eggplant appetizer garlic and yogurt, served with bread), etc. Salads, which come with main dishes, have a dressing which includes mayonnaise. Ask for no dressing and put the green hot sauce on them yourself."
Dos Caminos,"Dos Caminos' fifth New York City location. Designed by Brooklyn-based company, hOmE, spanning two floors, and featuring a 40-seat mezcal and margarita bar on the street level and a guacamole bar on the subterranean level. Expanded menu of Chef Ivy Stark’s healthy Mexican dishes as well as a selection of 120 premium tequilas."
Gazala Place,"Dependably delicious Israeli Druze cuisine. Their babaganush is categorically better than at most other places, with great smokiness. Their special meze platter, which is not on the menu but seems to always be available, is a fair deal at $20-something. The restaurant is a bit cramped, especially when you have to walk through the kitchen to the restroom, but for food this good at these kinds of prices this close to Times Square and helpful service, it's really worthwhile."
John's Pizzeria,"A popular pizza option with a lovely and spacious atmosphere and brick oven, coal fired, thin crust pizzas. Whole pies, no slices. Many fans, however, observe that the pizza at this location is not nearly as good as at their original Greenwich Village location. Also, pre-theater, it can be absolutely mobbed, with wait times of an hour or more."
Ocha Sushi,Japanese restaurant with good sushi.
Vice Versa,"Simple, but tasty Italian fare."
Westway Diner,"Real New York diner, excellent place for good value breakfast. Very good service."
Wondee Siam,"Small restaurant, so expect to wait on line at peak hours (e.g., Friday and Saturday nights); generally considered to be one of the best Thai restaurants in Manhattan. Food ranges in spiciness from mild to very spicy, not always consistent with what you ask for, but staff are happy to provide extra dried red pepper flakes on the side. Consistently tasty food, especially if you stick with the items on the ""secret Thai"" menu card on the table and ask for everything to be ""very spicy and Thai style, not sweet."""
Abigael's On Broadway,"Kosher. The main restaurant is downstairs, where the quiet atmosphere is a nice break from the vibrancy of the area. Service can be slow, but it's great for a long, relaxed dinner to end off an exciting day."
Aureole,"Kosher. The main restaurant is downstairs, where the quiet atmosphere is a nice break from the vibrancy of the area. Service can be slow, but it's great for a long, relaxed dinner to end off an exciting day."
Barbetta,"Kosher. The main restaurant is downstairs, where the quiet atmosphere is a nice break from the vibrancy of the area. Service can be slow, but it's great for a long, relaxed dinner to end off an exciting day."
Blue Fin,"Sushi bar, bar and lounge area, communal table and expanded private dining room options."
Brasserie 1605,"Sushi bar, bar and lounge area, communal table and expanded private dining room options."
Ruby Foo's,"Pan-Asian Restaurant combines Chinese, Thai, & Japanese food."
The Irish Pub,Great place to drink after a long day at work.
McGee's Restaurant and Pub,"This is an unpretentious pub in the middle of a pricey neighborhood. The prices are very inexpensive for the neighborhood, and the pub also provides downright good food. Service is pleasant and helpful."
The Perfect Pint,"Two-story pub off of Times Square with good Irish beers on tap and pricey entrées. Definitely not typical pub-grub, but the price matches."
Hotel Carter,Offering 700 lodging accommodations all with private bath. Close-up view of the ball drop at New Times Square.
Hotel Pennsylvania,"Large hotel, landmark, near all the action in the area. Once a luxury hotel built by the Pennsylvania Railroad at the time of its opening in 1919, it has sadly fallen upon hard times since the collapse of the railway company, and these days functions as a budget hotel. As low as $99/night. Restaurants, café, fitness centre, meeting facilities for 10 to 1000. Pet friendly. There is a $4 charge for each piece of luggage stored and be warned, cleanliness is not a high point."
New York Inn,"Affordable lodging accommodations offering double standard bed, color cable TV, telephone, AC/heating and private facilities. Refrigerators, ironing and ironing boards are available upon request. Safety box is available at no extra charge. Free wifi plus one internet kiosk are available in the lobby."
Casablanca Hotel,Boutique hotel just off Times Square. High-speed Wi-fi and complimentary refreshments in Rick's Cafe 24 hours a day including breakfast in the mornings and wine and cheese receptions in the evenings except for Sunday nights.
Courtyard New York Manhattan/Times Square,Boutique hotel just off Times Square. High-speed Wi-fi and complimentary refreshments in Rick's Cafe 24 hours a day including breakfast in the mornings and wine and cheese receptions in the evenings except for Sunday nights.
Hilton Garden Inn,"Completely remodeled in 2005 with flat-screen TVs, comfy bedding. Free wireless, business center and in-room fridge."
Hotel Mela,Luxury boutique hotel in Times Square.
36 Hudson Hotel,Luxury boutique hotel in Times Square.
Salisbury Hotel,King and double-bed rooms. Standard rooms are much larger than typical as the hotel was originally designed as a suite hotel.
Sanctuary Hotel,A Times Square-area hotel offering modern accommodations.
Travel Inn Hotel,A Times Square-area hotel offering modern accommodations.
Belvedere Hotel,Art Deco hotel.
Crowne Plaza Times Square,"Upscale hotel with 770 guest rooms, Manhattan's largest indoor lap pool, Brasserie 1605 Restaurant, meeting facilities."
DoubleTree Suites Times Square,Actual suites with a reasonable amount of space for NYC. Free cookies at the front desk.
Hilton New York Midtown,"A massive, amenity-laden hotel tower."
Hotel Edison,"Art Deco hotel built in 1931, steps from Times Square, known for its mock-Art Deco murals on the ground floor."
Homewood Suites by Hilton Midtown Manhattan,"Extended stay NYC hotel. Complimentary Wi-Fi and wired Internet access. Free hot full breakfast each morning and evening dinner and drinks, Monday through Thursday."
Hudson Hotel,"A fashionably trendy upmarket boutique hotel which is great for celeb spotting. Rooms are comparatively tiny with little storage space, so think again if you travel with a big wardrobe. Otherwise, the subdued lighting, designer fittings, and relatively lower prices tend to attract a younger vibey crowd, especially to the über-trendy bar at the foyer level."
InterContinental New York Times Square,"A fashionably trendy upmarket boutique hotel which is great for celeb spotting. Rooms are comparatively tiny with little storage space, so think again if you travel with a big wardrobe. Otherwise, the subdued lighting, designer fittings, and relatively lower prices tend to attract a younger vibey crowd, especially to the über-trendy bar at the foyer level."
JW Marriott Essex House,"A fashionably trendy upmarket boutique hotel which is great for celeb spotting. Rooms are comparatively tiny with little storage space, so think again if you travel with a big wardrobe. Otherwise, the subdued lighting, designer fittings, and relatively lower prices tend to attract a younger vibey crowd, especially to the über-trendy bar at the foyer level."
The London NYC,"A fashionably trendy upmarket boutique hotel which is great for celeb spotting. Rooms are comparatively tiny with little storage space, so think again if you travel with a big wardrobe. Otherwise, the subdued lighting, designer fittings, and relatively lower prices tend to attract a younger vibey crowd, especially to the über-trendy bar at the foyer level."
Manhattan Club,"Suites and first class services and amenities. Each suite features appliances, plush fabrics and elegant furnishings with marble baths. Timeshares available."
The Millennium Broadway Hotel New York,"Hotel near Broadway that features spacious rooms and suites, a conference center, wedding reception locations, event venues and an on-site restaurant."
New York Marriott Marquis Times Square,"Gigantic in size with updated hotel rooms, high-speed elevators and six hotel restaurants and lounges. It is known for its revolving bar and the view from its clear-sided elevators."
Park Central Hotel,"Right next to Carnegie Hall and close to the Theater District. Recently spent $65 million on renovations. While its renovations have significantly improved this hotel, it is, at best, a four-star hotel and clearly not one of New York's luxury hotels."
Renaissance New York Hotel Times Square,"Right next to Carnegie Hall and close to the Theater District. Recently spent $65 million on renovations. While its renovations have significantly improved this hotel, it is, at best, a four-star hotel and clearly not one of New York's luxury hotels."
Staybridge Suites Times Square,An extended stay hotel offering pet friendly lodging accommodations and suites with fully equipped kitchens.
West 57th Street by Hilton Club,"Studios, one- and two- bedrooms suites with floor to ceiling views of New York City."
Westin New York at Times Square,"Studios, one- and two- bedrooms suites with floor to ceiling views of New York City."
NYC Information Center–City Hall,"Guides, maps, pamphlets, brochures, and bilingual staff available for questions."
NYC Information Center–South Street Seaport,"Guides, maps, pamphlets, brochures, and bilingual staff available for questions."
Wall Street,"The historic heart of the Financial District and the home of the New York Stock Exchange, Wall Street is a byword for American big business and stock trading (most New York financial firms are no longer headquartered on the street itself, but housed nearby in new offices). A narrow street running downhill from Broadway to the East River, Wall Street was named for the wall that was built here in 1652 to keep Manhattan's indigenous peoples out of the growing Dutch settlement. The wall was demolished by the British in 1699. By the late 18th century, traders and speculators would gather under a buttonwood tree at the foot of Wall Street to trade informally - this was the origin of the New York Stock Exchange that was established in 1817."
New York Stock Exchange,"A historic site, not least because of the Black Thursday crash of the Exchange on 24 October 1929 and the subsequent sell-off panic which started on Black Tuesday, 29 October, precipitating the worldwide Great Depression of the early 1930s. The present Exchange building opened in 1903, recognized from the first as an example of masterful architecture, with the six massive Corinthian columns across its Broad Street facade imparting a feeling of substance and stability and, to many, seeming the very embodiment of America’s growth and prosperity. The building has been closed to the public since 9/11."
23 Wall Street,"Located across from the Stock Exchange is this imposing office building which was constructed in 1914 and served as the headquarters of JP Morgan. The Wall Street Bombing of September 16, 1920 damaged the building, with shrapnel blasting several holes in the limestone facade. The holes are still there for any to see."
Trump Building,"A very impressive skyscraper which was completed in 1930 and surpassed the height of the nearby Woolworth Building, making it the tallest building in the world until the Chrysler Building was completed just a month later (which in turn lost that title to the Empire State Building less than a year later). The building was purchased by Donald Trump in 1995, hence its current name."
Federal Hall,"On this site on April 30, 1789, George Washington stood on a balcony overlooking Wall Street and was inaugurated as the first president of the United States. The old building on the site had been used as New York's city hall and had hosted some of the first congregations of the colonies in the lead-up to the American Revolution, such as the Stamp Act Congress. After the revolution the building, now Federal Hall, briefly housed Congress, the Supreme Court, and Executive Branch offices before the national capital moved to Philadelphia. The current building dates to 1842 and was used first as a Customs House, then later the US Sub-Treasury (millions of dollars of gold and silver were kept in the basement vaults). Today the building is maintained by the National Park Service as a museum dedicated to the history of the site. Guided tours of the building are available, or you can just walk in and look up at the rotunda and view some of the artifacts, such as the bible Washington used in his inauguration ceremony."
Trinity Church,"An Episcopalian (Anglican) church and parish was first established on this site in 1697 under charter by King William III. The present Neo-Gothic Revival church building (the third incarnation) dates from 1846 and remains a significant landmark within Downtown. The original burial ground at Trinity Church includes the graves and memorials of many historic figures, including Alexander Hamilton, William Bradford, Robert Fulton, and Albert Gallatin."
Bowling Green,"A small park at the foot of Broadway which is the oldest public park in the city and is the site of the Charging Bull sculpture created after the 1987 stock market crash. Bowling Green is also the origin point for the Broadway ticker-tape parades; if you walk up Broadway, you can view plaques in the sidewalk honoring the people or events celebrated in these parades."
The Sphere,"At the southern tip of Manhattan, Battery Park is a waterfront green space, named for the artillery batteries which were installed here to protect the settlement of New York when it was under Dutch, then British rule. In the lead-up to the War of 1812, 40.70343-74.016829 Castle Clinton was constructed as a fort to protect the city, and is now operated as a small museum. There are several memorials in the park, including 40.70387-74.0172710 The Sphere, a public art piece originally housed on the World Trade Center site which survived the events of September 11 and was moved to Battery Park. Ferries departing to the Statue of Liberty and Ellis Island (see below) depart from here."
National September 11 Memorial & Museum,"On the site of the former World Trade Center towers, the memorial consists of two enormous waterfalls and reflecting pools set within the footprints of the twin towers, lined with bronze panels with the names of the nearly 3,000 victims of that fateful day inscribed. The surrounding plaza holds a grove of trees. The museum, which sits underground right next to the memorial, contains exhibits which explain the events of 9/11 and their aftermath, with remnants of the original towers and artifacts from that day."
One World Trade Center,"Recently completed, the new One World Trade Center skyscraper rises 1,776 feet above the street and is the tallest building in the United States (and for that matter, the Western Hemisphere). Despite its colossal size, its simple design allows it to blend remarkably well into the Lower Manhattan skyline. A newly-opened observation deck on the top floors offers 360-degree views of the city."
St Paul's Chapel,"Built in 1776, the chapel is an active part of the Parish of Trinity Church and is Manhattan's oldest public building in continuous use. It is the only remaining colonial church in New York City and was George Washington's place of worship after he was inaugurated as president, but more recently the chapel became known for surviving the events of 9/11 without even a broken window - despite being located across the street from the World Trade Center - and its role as a place of refuge for the WTC recovery workers in the days that followed."
Woolworth Building,"One of the oldest and most famous of New York's skyscrapers (dubbed the ""Cathedral of Commerce""), the neo-Gothic Woolworth Building was completed in 1913 and was the world's tallest building until 1930. The building has a beautiful ornate lobby. Tours are offered most days. Pre-registration is required."
New York by Gehry,"A recent addition to the Lower Manhattan skyline, this 76-story residential skyscraper by the noted Frank Gehry has a distinctive rippled, ""wavy"" facade that is quite eye-catching. It is best viewed from City Hall Park and the Brooklyn Bridge."
Tweed Courthouse,"On a triangular city block between Broadway, Park Row and Chambers Street sits City Hall, a gorgeous gleaming white building completed in 1812 and still serves as the home of certain city government functions, such as the office of the mayor. The building itself is fenced off and only accessible by tour, but there is a lovely park surrounding the building, with plenty of shady trees and a pleasant fountain just to the south of the building. Just north of City Hall and on the same block is the 40.71337-74.0055517 Tweed Courthouse, a gorgeous government structure and the legacy of Tammany Hall boss William M. Tweed, who used the courthouse project to embezzle large sums of money from the city budget and was convicted in a courtroom in this building."
Brooklyn Bridge-City Hall,"The original subway station, and quite a marvel to witness--the chandeliers and ornate tiling are a sharp contrast to the nearby Brooklyn Bridge-City Hall station. There's one catch, though: it's been closed since 1945. However, you can see it by staying on the downtown 6 train after its last stop Brooklyn Bridge-City Hall; it will turn around in the old station. This is the one place in the system where this is allowed, and the announcements reflect that. The Transit Museum (in Downtown Brooklyn) offers occasional tours as well, which allow you to actually walk around the station, but you must be a museum member and a US citizen, making this an impractical choice for most visitors."
Manhattan Municipal Building,"With New York City growing and not enough space in the City Hall building, this 40-story structure was built to meet the space demands of the city government. Completed in 1915, it is a massive and very grand building with the gilded statue of a woman standing atop the building's spire."
Brooklyn Bridge,"From its intersection with Park Row (just east of City Hall) you can walk (takes about 20-30 minutes each way), bike, or drive across the historic and iconic bridge to Brooklyn. The view from the bridge is quite lovely, with excellent views of Lower Manhattan and Downtown Brooklyn and good views of Midtown and the New York Harbor in the distance."
African Burial Ground National Monument,"For most of the 18th century, Africans in New York City were buried in a graveyard outside the city. The graveyard was eventually forgotten and was rediscovered in 1991. This museum and memorial site commemorate the estimated 15,000 Africans that were interred on the site of the memorial. Note that the museum is located inside of a Federal building so airport-style security should be expected."
Museum of American Finance,"A small museum dedicated to finance and the markets, with exhibits that change periodically."
Museum of Jewish Heritage,A memorial to the Holocaust.
National Museum of the American Indian,"Housed in the Alexander Hamilton US Custom House, this Smithsonian museum is the New York branch of the National Museum of the American Indian (the other branches are in Washington, D.C. and Maryland)."
New York City Police Museum,A museum dedicated to the history of the NYPD.
Skyscraper Museum,Exhibits on the history of highrise and skyscraper construction.
South Street Seaport Museum,A museum with exhibits on the historic Seaport area and a collection of ships at the South Street Seaport on the East River open for tours.
Federal Reserve Museum and Gold Vault Tour,A museum with exhibits on the historic Seaport area and a collection of ships at the South Street Seaport on the East River open for tours.
Statue of Liberty and Ellis Island,A museum with exhibits on the historic Seaport area and a collection of ships at the South Street Seaport on the East River open for tours.
crown,"A gift from the people of France to celebrate the centennial of the United States, stands upon Liberty Island and is one of the most famous symbols of the nation and has been inscribed on the UNESCO World Heritage list. Upon departing the ferry, you can visit the Visitor Information Station, which has a schedule of the day's events. Visitors can also meet at the Liberty Island Flagpole (behind the statue) for a ranger-led tour of the island. You can also visit the monument lobby, museum (where you'll see various exhibits on the statue, the old torch, and the famous ""New Colossus"" sonnet), and outside to the promenade and Fort Wood (the 11-point star-shaped structure the statue stands upon). You can also take a trip to the pedestal observation deck (though not up into the statue itself, unless you have a Reserve with Crown ticket); visitors can look upward to view the interior of the statue (there are four marked viewing locations); and the pedestal observation deck provides a 360-degree view, which includes the New York City skyline. Security checks are rigorous, so travel as light as possible. Backpacks and other large bags are not permitted on the tours but can be stored in lockers for a fee. On busy days there may be long waits. Visitors with the Reserve with Crown ticket are allowed to climb up a circular staircase from the base of the statue to the crown, but tickets are very limited and should be reserved three or four months (up to one year) in advance. Children must be at least 4-feet tall, and must be able to walk up and down the stairs by themselves, and all ticket holders must show a photo ID to match the name on their tickets."
American Family Immigration History Center,"Ellis Island was home to the nation's primary federal immigration station, with over 12 million immigrant steamship passengers passing through from its opening in 1892 to its closing in 1954. Today, over 40 percent of America's population can trace their ancestry through Ellis Island. The island is home to the American Family Immigration History Center, which contains manifests of 25 million immigrants, passengers, and crew members who entered New York Harbor. The Immigration museum at Ellis Islands has details about ""Peopling of America"" and if you are an avid history lover, this museum will need at least 3-4 hrs of your time. Since the ferry ride takes you to both Ellis Island as well as the Liberty Island, you will have to plan your day well."
Governors Island,"Governors Island has a long military history, home to headquarters and military posts of the United States Army from 1794 until 1966, then a complex for the U.S. Coast Guard before becoming a historic district open to tours."
The Institute of Culinary Education,"Founded in 1975, The Institute of Culinary Education (ICE) is New York’s largest cooking school. ICE career cooking programs feature classes in culinary arts, pastry arts & baking, and culinary management."
Century 21,"Sells remaindered designer clothes, often at deep discounts, and is popular with tourists and locals alike. The store can be so crowded around Christmastime that it's a hellish experience, but it's civilized most other times of the year, especially during the day on weekdays."
Brookfield Place,"Shopping, dining, events and the Winter Garden all open to the public."
Bill’s Bar & Burger,"Classic American fare, includes handmade griddle burgers, milkshakes and a wide beer selection."
French Cafe Gourmand,Small cafe with excellent pastries
Nobu,"World-renowned Japanese restaurant requiring reservations well in advance. For an alternative, try Nobu Next Door which doesn't require a reservation and serves the same creative, delicious food. May not be worth all the hype, but certainly worth some."
Terry's,Deli Popular with local students.
"Andaz Wall Street, A Hyatt Hotel","The only hotel on Wall Street featuring 253 rooms that begin at a very large 345sq.ft./32sq.metres. All rooms come with free internet, free minibar (except alcohol), free gym access, and free light refreshments in the lobby."
Conrad New York,"Brand new all-suite luxury hotel overlooking the Hudson River in Battery Park City, located next to the World Financial Center and minutes from Wall St, Statue of Liberty and 9/11 Memorial."
Eurostars Wall Street,A small boutique luxury hotel a block north of Wall Street.
"Gild Hall, A Thompson Hotel",A small boutique luxury hotel a block north of Wall Street.
Holiday Inn Wall Street,"A boutique hotel two blocks from Wall Street, one block from the New York Stock Exchange, and across the street from the Federal Reserve Bank. Consists of 113 rooms with free wireless internet, contains a fitness center, and is pet friendly."
Millenium Hilton,"55-Story hotel located in the heart of the Financial District, next to the 9/11 Memorial and 11 different subway lines, featuring a heated indoor pool and 569 guest rooms and suites with skyline views."
New York Marriott Downtown,Good views and nice rooms.
Residence Inn by Marriott World Trade Center,"242 rooms with kitchenettes and suites, 240sq.ft. to 600sq.ft with 10' ceiling height. All rates include a full hot American breakfast buffet daily, free basic wi-fi and fitness center."
World Center Hotel,"242 rooms with kitchenettes and suites, 240sq.ft. to 600sq.ft with 10' ceiling height. All rates include a full hot American breakfast buffet daily, free basic wi-fi and fitness center."
The Cloisters,"Located on four acres overlooking the Hudson River in Fort Tryon Park, the building incorporates elements from five medieval French cloisters--quadrangles enclosed by a roofed or vaulted passageway, or arcade--and from other monastic sites in southern France. There are various artworks on display in the museum, with the Unicorn Tapestries being the most famous."
Dyckman Farmhouse,"The former residence of William Dyckman, who owned several hundred acres of farmland covering much of what is now Inwood and Washington heights. Nestled incongruously at the otherwise unremarkable corner of 204th and Broadway, the farmhouse has been converted into a small museum of life in early Manhattan and hosts various programs for the neighborhood. The ""Hessian Huts"" in the back yard are a leftover from the British occupation of Manhattan during the Revolutionary War!"
El Museo del Barrio,The only US museum devoted to Puerto Rican culture.
Hamilton Grange National Monument,"Built in 1802 (and physically shifted from its original location) this was the home of Alexander Hamilton, one of the founding fathers and the first Secretary of Treasury."
Hispanic Society of America,"A museum and library devoted to Spanish, Portuguese, and Latin American art and culture."
Morris-Jumel Mansion,"Built in 1765, this is the oldest house on Manhattan Island. It served as George Washington's headquarters in 1776. Currently a museum set on a 1.5-acre park, it features a decorative-arts collection representing the colonial and Revolutionary War periods. Washington's office is among the 12 restored rooms."
Museum of the City of New York,"Rather large, interesting museum with all kinds of documentation of events in the history of this city and delightful artifacts of life in earlier periods, such as the extensive collection of 19th-century dollhouses complete with miniature furniture."
Schomburg Center for Research in Black Culture,"A main research branch of the New York Public Library, this is a repository of priceless documents and also has various exhibitions on themes related to black history and culture."
Studio Museum Harlem,The first museum in the U.S. devoted to artists of African descent.
James Bailey House,Street built by architect Samuel Burrage Reed. A major mansion owned by circus entrepreneur Anthony Bailey - joined with showman Phineas T. Barnum in 1881 to form the Barnum & Bailey circus. Now Known to the children of Harlem as the Beauty and the Beast house.
Audubon Ballroom,"Once the Audubon Ballroom where Malcolm X was assassinated with 21 gunshots. Only a part of the facade of the original building remains (Columbia University demolished the building in 1992). The location now houses a memorial to Malcolm X and Betty Shabazz, with a stated goal of advancing human rights and social justice. It also features a 63-foot mural depicting Malcolm X's life."
Strivers Row,Million-dollar homes in an unlikely neighborhood.
Theresa Tower,"This New York City landmark started accepting black guests in 1940, becoming one of the few hotels in the city to do so. This led it to become a mixing point for notable African Americans of the time, and through the 40s and 50s it was the center of black Harlem social community. It also gained notoriety when Fidel Castro chose to stay here for the 1960 UN General Assembly. Its ornamentation makes it one of the most visually striking buildings in Northern Manhattan."
Fort Tryon Park,"One of New York's most beautiful parks, an expanse of rolling hills high above the Hudson, contains some of the highest natural elevations on the island and is a great place to picnic or stroll in good weather and look at the great views of the New Jersey Palisades across the river."
Inwood Hill Park,Inwood Hill Park contains the last tracts of virgin forest in Manhattan. Many arrowheads and other artifacts of the former Native American occupants of Manhattan Island have been found in this park.
Marcus Garvey Park,"One of the oldest parks in Manhattan. The elegant brownstones on the western and southern sides of the park hint at the former grandeur of the neighborhood (many were built in the 1880s). The Acropolis, a lookout seventy feet above street level gives views of the Empire State Building, the George Washington Bridge, and Yankee Stadium. The Firetower, a landmark 1857 building, is the only surviving example of nineteenth century fire watchtowers."
Riverside Park,A riverfront park providing pleasant views of New Jersey and sometimes breezes off the river. Summer brings al fresco movies and music to the park.
Amateur Night at the Apollo,"The legendary Apollo Theater, ""where stars are born and legends made"", is a source of pride for Harlem, and a symbol of American artistic achievement. The Apollo is best known for its world-famous Amateur Night at the Apollo, which launched the careers of legendary artists like Ella Fitzgerald, James Brown, Michael Jackson, D'Angelo and Lauryn Hill. The Apollo remains the nation's most popular arena for emerging and established black and Latino performers."
Amateur Night at the Apollo,"Amateur Night at the Apollo celebrated its 75th Anniversary in 2009 as the quintessential talent competition, serving as the model for Star Search and American Idol. Competitions are held nearly every Wednesday evening throughout the year, culminating with the ""Super Top Dog"" competition. The show marries world-class talent with a distinctive, vaudeville-like atmosphere, and has depended on audience participation since the very beginning. The popularity contest has proven an effective measure of star potential, becoming a launch pad for some of the nation's greatest entertainers."
Marjorie's Parlor Jazz,"One of the most charmingly intimate jazz venues anywhere is simply Marjorie Eliot's apartment in Harlem. It's somewhat a jam session, although there are regulars, drawing an attentive and eclectic crowd including music students from China, neighbors from the building, and everyone in between. Seating is first come, first served, so it does make sense to be there by 4PM. As friendly and hospitable as it gets, people will come around with cookies and juice during breaks. Note that getting off the subway at 155th St will require a long, steep climb up steps to get from lower 155th to Edgecombe."
Fairway,"Fairway is a quality discount supermarket that's well-known in the New York area. Their humongous Harlem location is in an out-of-the-way location that isn't convenient to any subway stop, as it is quite a bit west and somewhat uptown from the #1 stop at 125th St. and Broadway — not very convenient if you are carrying a lot of heavy groceries — and no bus stops really close by, either (the closest you can get is 125th St. and 12th Ave., via the Bx15 limited bus on weekdays and regular bus on weekends). Most of the people who shop at this location probably drive cars, and the store's website promotes the fact that it is near the 125th St. exit from the Henry Hudson Parkway (and therefore convenient for people who work in New York City and want to buy some produce before taking the George Washington Bridge home to New Jersey). However, if you spend more than $200, they guarantee free delivery between 86th and 220th Sts., east and west sides (it costs $7.95 otherwise), and they also offer a free shuttle for groups of 10 or more people, by reservation, with pickup and delivery from and to 64th-181st and 12th Avenue-York Avenue."
Amy Ruth's,"Classic, tasty soul food, friendly service."
El Malecon,"A Dominican restaurant famous for its pollo a la brasa (rotisserie chicken) has its flagship in this neighborhood. Go there and enjoy the food, the fresh-squeezed juice, and the Latin music on the jukebox."
El Presidente,"Offers another take on Dominican food, with good pork-stuffed plantains, guinea hen stew (an occasional special) and, oddly, a terrific Cuban sandwich."
Mike's Bagels,Fresh bagels made in-house daily.
Patsy's Pizzeria,"This is great old-school New York coal-oven pizza. Don't go overboard on the toppings, which are not the reason why you should go there. Get a plain pizza, and enjoy the wonder of a thin, nicely charred crust with delicious sauce and cheese that aren't heaped on but applied judiciously in a style that derives clearly from its origins in Naples. A couple should be able to down a pie or two with some salad without trouble for a meal, because the crust is so thin, but note that you can also get slices for takeout."
Red Rooster,"The new restaurant of Marcus Samuelsson, originally from Ethiopia with adoptive Swedish parents. The cuisine is a mix of different influences, with nods to traditional soul food, classic Swedish fare, the Middle East, and Southeast Asia. Tables can be hard to come by without a reservation, and you might not get a friendly hostess, but the restaurant by itself is reason enough to take the trip uptown."
Settepani,"The new restaurant of Marcus Samuelsson, originally from Ethiopia with adoptive Swedish parents. The cuisine is a mix of different influences, with nods to traditional soul food, classic Swedish fare, the Middle East, and Southeast Asia. Tables can be hard to come by without a reservation, and you might not get a friendly hostess, but the restaurant by itself is reason enough to take the trip uptown."
Sister's Cuisine,Anglo-Caribbean.
Zoma,"This Ethiopian restaurant is quite arguably the best in the city. Their injera (traditional Ethiopian bread) is more sour than other Ethiopian restaurants in town, and the food is really savory. If you drink, get a bottle of tej (mead) with your meal, as they have a good one. It helps if you like spicy food, as they do not stint on any aspect of flavor. Cash and Amex only; no other credit cards accepted."
Londel's,"This Ethiopian restaurant is quite arguably the best in the city. Their injera (traditional Ethiopian bread) is more sour than other Ethiopian restaurants in town, and the food is really savory. If you drink, get a bottle of tej (mead) with your meal, as they have a good one. It helps if you like spicy food, as they do not stint on any aspect of flavor. Cash and Amex only; no other credit cards accepted."
P. J.'s,"This Ethiopian restaurant is quite arguably the best in the city. Their injera (traditional Ethiopian bread) is more sour than other Ethiopian restaurants in town, and the food is really savory. If you drink, get a bottle of tej (mead) with your meal, as they have a good one. It helps if you like spicy food, as they do not stint on any aspect of flavor. Cash and Amex only; no other credit cards accepted."
American Legion Post 398,"Two words sum this place up: juke joint. A real one. It's a dive bar hosted by the local American Legion with basic soul food, good company, and jam sessions three nights a week. Sunday is the night to come if you want to see some really good musicians come in and light up the Hammond organ. F-Sa they have basically an R&B dance party, but as of 2013 the Fridays have become member only (hopefully this policy won't extend to other nights in the future, as this place gets better known outside the neighborhood!). No cover (although you are required to ""sign in"" for some reason), but you will be expected to be spending money: think of it as a vague drink minimum, and order food if you take a table."
Bill's Place,"Bill Saxton, clearly a man destined to play the sax. His Coltrane-like performances are among the best you'll see in the city, but you'll see them here in his own basement apartment with a crowd of just 25 aficionados on a street heavy with jazz history. Unbeknownst to Bill until just recently, his apartment was one of many jazz-filled speakeasies on 133rd, and was in fact where one Billie Holiday got her start and Fats Waller's left hand strode mightily upon the keys. BYOB (and bring cups if you don't want to drink out of the bottle). Make reservations by the kind of confusing process of leaving a voice message (or you could try the less-reliable online form), then show up around 8:30PM and buzz yourself in."
Ginny's Supper Club,"This is the upscale (and pricey) option for live jazz and other music in Harlem, with a beautiful, classy space, room for dancing, and fine dining (think soul food steakhouse with craft cocktails). Sundays see the gospel brunch, for which reservations are a must. Check the calendar for who's playing and dress to impress."
