McDonald's Nybrogatan,"With marble floor, wooden furnishings and wicker chairs, this might be Sweden's poshest McDonald's."
Örtagården,"Located on the top floor of the Östermalmshallen food market, Örtagården serves a sumptuous vegetarian buffet with hot and cold vegetarian dishes at a decent price. There is also a ""back pocket"" serving meat dishes. Vegetarian weekday buffet lunch 85 SEK, vegetarian weekday dinner and weekend buffet 135 SEK."
Esperanto,"Just a notch below F12 on the White Guide ranking, Esperanto offers innovative tasting menus featuring many examples of advanced cooking. Some of the best value for money in the top class niche."
Ekstedt,"A gourmet grill, recognized by Zagat and Guide Michelin."
Gastrologik,"While lunches are 135 SEK, dining menus are costly. One Guide Michelin star."
Teatergrillen,A classical luxury diner.
Grand Escalier,A French-style diner and bar.
Nymble,A student union with regular pubs.
Sturehof,"Located close to Riche, with the same owners and much the same well-to-do clientele, Sturehof's location right on Stureplan draws a slightly more mixed and relaxed crowd than many of its neighbours. The restaurant has good quality food, albeit on the expensive side. The music bar O-baren is well known for its DJ sets."
Brasserie Godot,"If you fancy long drinks with a cool crowd this is the place for you. Ask for an Old-Fashioned, Godot Crush or a Bloody Mary."
Riche,"Branding itself a ""cosmopolitan bar"", Riche is one of the most popular places with the media crowd. Two large bars, often with DJs."
Hotellet,"Could be described as a hotel bar without a hotel. Free entrance, dancefloor at weekends, and a mixed crowd."
The Living Room,"A nightclub with a rather young crowd, and an inner courtyard. The Living Room is a more intimate and funky club on the ground floor; no cover charge during weekends."
STF Gärdet,"A hostel just at the grassy field at Gärdet, with a beach-volleyball court."
Scandic Ariadne,At the northern cruiseferry terminal in Värtahamnen. Unusually tall for a Stockholm building.
Hotell Örnsköld,At the northern cruiseferry terminal in Värtahamnen. Unusually tall for a Stockholm building.
Scandic Anglais Hotel,"Trendy boutique hotel encased in a glass exterior. In good location, combining the peace of the park with the entertainment of the city centre. Rooms are small but functional, and the hotel contains one of the most hip bars in Stockholm, always popular and only steps away from your room. The breakfast buffet lasts until 14:00. Guests are able to rent bikes from reception. The hotel has a rooftop bar with a great view, open during summer."
Story Hotel,"Trendy boutique hotel encased in a glass exterior. In good location, combining the peace of the park with the entertainment of the city centre. Rooms are small but functional, and the hotel contains one of the most hip bars in Stockholm, always popular and only steps away from your room. The breakfast buffet lasts until 14:00. Guests are able to rent bikes from reception. The hotel has a rooftop bar with a great view, open during summer."
Villa Källhagen,Just outside the built-up area in Östermalm.
Elite Eden Park Hotel,"Sauna, gym and two restaurants in-house."
Mornington,In a calm area.
Visit Djurgården,"Sells transport tickets, and provides information folders. Rental of bikes, canoes, and golf carts."
Vasa Museum,"This museum displays the Vasa, an original warship which sank in Stockholm Harbour on its maiden voyage in 1628, during the heyday of Swedish Empire. Retrieved from the water in 1961, the ship is almost wholly preserved, and is the only one of its kind and quality in the world. A must-see, especially since it is uncertain whether current methods of preservation will be able to maintain her condition in years to come. There are adequate lifts to enable travellers with motion disabilities to see all levels of the ship. The museum contains several side exhibitions: full-scale models of the people whose bodies were found in the ship hulk, as well as wooden sculptures, the world's oldest preserved sail, and other salvaged objects."
Skansen,"Founded in 1891, Skansen is the world's oldest open-air museum, containing a zoological garden specializing in Nordic fauna, such as moose, reindeer, bear, wolf, lynx and wolverine. It features over 150 historic buildings from previous centuries, from all parts of Sweden. Guides in historic costumes further enhance this attraction, and demonstrate domestic crafts such as weaving, spinning, and glass blowing. The Skansen area is fairly large (700 metres across) with steep slopes and limited public transport (there is a funicular and an escalator to the upper area) so be prepared for long walks. Adults 120 SEK, children 50 SEK Jun-Aug, lower other times of the year, but with fewer animals and attractions. Skansen is one of few venues open during Christmas Eve, though just a few hours, with most attractions closed."
Skansen-Akvariet,"Displays tropical animals such as lemurs, monkeys, snakes, spiders, fish and Cuban crocodiles. The aquarium requires an extra cover charge: Adults 100 SEK."
Gubbhyllan,"Tobaks- och tändsticksmuseet, founded in 1938, with a restaurant named Gubbhyllan."
Nordic Museum,"The Nordic Museum A museum of cultural history from 1520 to our days, having celebrated its own 100-year anniversary, in an impressive cathedral-like building on Djurgården. Exhibitions focus on Swedish handicraft, customs and traditions."
Rosendal Palace,"Though the beautiful and central location, this Royal palace is little known. Guided tours during summer."
Rosendal Gardens,"A historic free-entrance garden, worth a visit for travellers not in a hurry."
ABBA the Museum,"A museum of Swedish popular music, featuring ABBA the Museum as a main exhibition. Opened in 2013, with an extensive gift shop."
Aquaria Water Museum,"Opened in 1991. The tanks simulate a rainforest, a coral reef, a Swedish lake, as well as a sewage pipe (!) Not as reputed as the Skansen Aquarium, still providing some warmth during winter."
Vikingaliv,A Viking museum opened in 2017 (see Vikings and the Old Norse).
Biological Museum,"Scandinavian and Arctic dioramas with stuffed Scandinavian animals, lit only by daylight (limiting the opening hours; the museum closes at 15:00 in October-March, and 16:00 in April-September). When built in 1893, the diorama technique was revolutionary, and inspired similar museums worldwide. A century later, the museum is more interesting as an artifact of educational history, than a faithful display of nature."
Spirits Museum,"Displays the history of alcoholic beverages in Sweden with heavy drinking, heavy government control, and heavy taxation. The museum also contains the Absolut Art Collection, containing advertising for Absolut Vodka by Andy Warhol, Keith Haring and others."
Galärvarvskyrkogården,"Contains the memorial of the M/S Estonia (a Baltic Sea cruise ferry lost in 1994), as well as graves of prominent Swedes such as Stikkan Anderson (co-founder of ABBA, and founder of the Polar Music Award)."
Friends of Handicraft,A handicraft studio.
Liljevalchs,"A contemporary art hall, in business since 1916."
Waldemarsudde,"Prince Eugen (1865-1947), son of King Oscar II, was a revered artistic painter, and an avid art collector. His palace is now a museum housing his enormous art collection spanning the 1880-1940 period."
not,"An art gallery at the eastern edge of Djurgården, reached by bus 69 (not 69K)."
Gröna Lund,"Djurgården has Stockholm's only amusement park, with more or less standard attractions and games. The restaurants in the park are expensive and generally far from a culinary experience. Note that no rides are included in the entrance fee. Adults 80 SEK (90 SEK from mid June to mid August, 150 SEK from 18:00 on concert nights), ages 0-7 and over 65 for free. Rides 20-60 SEK with single tickets, day pass 289 SEK."
Junibacken,"Astrid Lindgren, author of Pippi Longstocking, Karlsson-on-the-Roof and numerous other children's books, is by far Sweden's most popular writer of children's books. Located on the island Djurgården, like many other child-friendly attractions, Junibacken could be described as an indoor theme-park dedicated to the world of her (and a few other Swedish authors') stories. Story train is destination in itself here. The place also features several large playrooms; claims to have largest bookshop for kids in the country; has a restaurant. See Astrid Lindgren tourism for related destinations."
Cirkus,"Among Stockholm's largest playhouses, with 1,650 seats. Features musicals and pop concerts."
Blå Porten [bloːˈpuʈən],"Blå porten, hidden in the back yard of Liljevalchs konsthall, is the one exception. Delicious food in a lush garden makes the long queues worth it. The excellent cakes and pies also makes this a good choice for a coffee break."
Sjöcaféet,"In the same building as the visitor center, with indoor and outdoor seating."
Josefina,An outdoor restaurant at Nordiska Museet.
Solliden,"On Skansen, with a classical Swedish smörgåsbord served in June, July and August, and an astounding view of the inner harbour."
Villa Godthem,A secluded restaurant.
Oaxen,One star in the 2014 edition of Guide Michelin.
Tyrol,"A diner on Gröna Lund, which stages the Mamma Mia show during spring and autumn, and offers a Christmas buffet during December."
Scandic Hasselbacken,A classical hotel on Djurgården.
Melody Hotel,"In the same building as the ABBA museum, opened in 2013. This hotel should not be confused with ""the other ABBA Hotel"": Hotel Rival in Södermalm."
Prince Van Orangiën,"A 1935 hotel ship with just six rooms, and catering from the Oaxen restaurant."
Stockholm Cathedral,"Storkyrkan is the oldest church in Gamla stan. Originating as a 13th century Gothic structure, the exterior was remodelled in Baroque style around 1740. The church is the seat of the Church of Sweden bishop of Stockholm. It contains two pieces of famous artwork: the 15th century wooden statue of Saint George and a copy of the oldest known image of Stockholm, Vädersolstavlan (""The Sun Dog Painting""), a 1636 copy of a lost original from 1535."
Riddarholmen Church,"Riddarholmskyrkan is one of Stockholm's most beautiful churches, and the only remaining Medieval abbey. The structure dates back to the late 14th century. In the church, many Swedish regents are buried, including Gustavus Adolphus (Gustav II Adolf) and Charles XII (Karl XII)."
German Church,"Officially named Sankta Gertrud, this Gamla stan church is the home of the first German-speaking parish outside Germany, giving some clue to the importance of German merchants in the history of Stockholm. On the site of the church, a German merchants' guild was founded in the 14th century. In the 16th century, the headquarters was converted into a church, which was later expanded. The interior is baroque in style, with large windows and white vaults. The church belongs to the Church of Sweden but holds services in German at 11:00 every Sunday."
Gustav III's Museum of Antiquities,"At times referred to by Swedes at the ""Royal Castle"". Built between 1697 and 1754, dominating the north-eastern part of the Old Town, the Royal Palace is the official residence of the king of Sweden. However, the Royal family lives at Drottningholm in Ekerö, using the Royal Palace only for official ceremonies. It is open to the public unless being used for a state ceremony. Entrance ticket includes The Royal Apartments, the Tre Kronor Museum, the Treasury, and Gustav III's Museum of Antiquities."
The Royal Armoury,"Located in the Royal Palace, still an independent museum. In 1628, King Gustavus II Adolphus declared that his uniform from the Thirty Years War campaign in Poland should be put on display for eternity. Since then, the Royal Armoury keeps these objects, and other Royal memorabilia, branding itself ""Sweden's oldest museum""."
Nobel Museum,"Located in the old Stock Exchange house in the middle of Gamla stan, this museum has lots of material on the Nobel Prize, including videotaped speeches by laureates. Gift shop sells ""Nobel medals"" that are big chocolate coins in stamped gold foil, great souvenir/gift."
Museum of Medieval Stockholm,"The displays the dawning age of Stockholm. Small and hard to find, it provides a good historical background to a visit to Stockholm."
National Museum of Economy,Displays Swedish and foreign currency.
Postmuseum,Sweden's only postal museum.
Swedish Parliament,free-entrance guided tours in Swedish and English.
The House of Nobility,"Presents Swedish history from the perspective of the noble estate. Though most land in Sweden has been held by peasants, the nobility dominated the Swedish military."
Rooftop Tour,Look at Stockholm from the roofs of Riddarholmen island. An exciting experience if you're not afraid of heights.
Storkyrkobadet,"A small secret hidden in what once was a wine cellar in the old town, where you can take a bath beneath 18th century vaults. Men and women cannot visit the bath together."
Musikvalvet Baggen,A cellar for intimate cross-genre concerts. The bar serves alcoholic beverages.
Musikvalvet Brinken,A second stage with the same concept as Musikvalvet Baggen.
Christmas fair,"A Christmas fair,"
Sweden Bookshop,"Whether you’re looking for a Swedish cookbook, a glossy coffee-table book on Swedish design or Swedish fiction in English translation, this is the place to go. Part of the Swedish Institute, Sweden Bookshop is a specialized bookstore that supplies a broad selection of information about Sweden and Swedish literature in English and other languages."
The Science Fiction Bookstore,"A bookshop selling science fiction, fantasy, horror, manga/anime, role-playing games, boardgames and popular science; a lot of it is in English."
Castor,Contemporary arts and crafts.
Duka,Duka is a Swedish chain selling both cheaper household items and a limited selection of glassware in several stores in central Stockholm.
Nordiska Kristall,Nordiska Kristall is a high-end shop for crystal design glass.
Chokladkoppen & Kaffekoppen,"Kaffekoppen and Chokladkoppen (literally, the Coffee Cup and the Chocolate Cup) are two LGBT-friendly sister cafes situated on the Stortorget in Gamla stan, just off the touristy Västerlånggatan. If one is full you can just walk over to the other one. The interior in both of them is small but cosy, probably not for the claustrophobic! Gigantic sandwiches if you're hungry, and if you're looking for something sweet try their chocolate cake!"
Chocolates Caffe House,"An amazing little chocolate shop where milkshakes (with 3 scoops of ice cream, a chunk of chocolate) go for 70 SEK, and 50ish SEK for four scoops of ice cream. You can also freely take the handmade chocolates by the cash register, and the owner is very friendly."
Aifur,"A Viking restaurant, branding itself as the only of its kind. Live Viking Age music."
Hermitage,Vegetarian restaurant.
Shogun,"Opened in 1985, as Stockholm's first contact with the internationalized Japanese cuisine."
Järntorgspumpen,A classical diner in a 500-year old building.
Loch & Quay,A Scottish-themed diner with a broad whiskey collection.
Leijontornet,"Leijontornet is a classical fine diner, and the main restaurant in this local chain. With the foundations of a city wall tower behind glass in the cellar dining room, Leijontornet is about exclusive food with a traditionalist slant in an exclusive historical environment. The street-level bar next door is a surprisingly vivid place with cheaper dishes from the kitchen."
Pubologi,"A gastro-pub recognized by Guide Michelin, with mid-range prices."
Djuret,"Serves meat from one animal species, changing monthly."
Svinet,"A pork barbecue, open during summer."
Tweed,A British-style high-end bar.
Den Gyldene Freden,"The members of the Swedish Academy (famous as the jury for the Nobel Prize in Literature) eat here every Thursday. Old traditions (traced back to 1722) in the old town. The reputation allows ""The Golden Peace"" to charge high prices."
Frantzén/Lindeberg,Two Guide Michelin stars.
Brasserie Le Rouge,A French-style luxury diner.
Zum Franziskaner,"A German-themed restaurant tracing its history from the Hanseatic period, founded in 1471, in its current location since 1906."
6e Tunnan,"Medieval bar and restaurant, with medieval food and mead, and a small heavy-metal bar at street level. Live performances most evenings, usually Medieval-style or rock music."
O'Connell's Irish Pub,This comfortable and cosy Irish pub serves excellent pub food and has live music most nights of the week. Be sure to check out the 400-year old cellar bar.
Archipelago Hostel Old Town,Central location.
Castanea Hostel,A hostel in a quiet area.
Old Town Lodge,"Stay in a vault of a 17th century building in the centre of the island. Free breakfast, tea and coffee all day and WiFi, clean and modern. There is an extra charge of 65  for bed linen if you don't provide your own."
Lord Nelson Hotel,29 rooms
Victory Hotel,45 rooms
Lady Hamilton Hotel,34 rooms
Scandic Hotel Gamla stan,A four-star hotel in a 17th century building.
First Hotel Reisen,A fairly large waterfront hotel.
Mälardrottningen,A private yacht launched in 1924.
Sven Vintappare,In a 1607 building.
Fjällgatan,"Walking eastwards from Slussen up Katarinavägen you will reach the picturesque street Fjällgatan, with a view of Gamla Stan from the east."
Monteliusvägen,a walking path that you reach from Bastugatan (north of T Mariatorget) offers a similar view from the west. Benches and tables offer picnic possibilities.
Skinnarviksberget,"A hill further west, close to the Zinkensdamm metro station, is a good option if you prefer cliffs to streets. When exiting the station turn back and head to the north. Walk up a small street to the right and climb the hill. Look for the ""Kattenvägen"" sign. A great alternative to watch the sun set in summertime."
Katarina Church,"Katarina kyrka (""Church of Catherine""), named after Princess Catherine, mother of King Charles X of Sweden, can be seen from many parts of central Stockholm from its location on a Södermalm hill. The church was built 1656–1695 and has been rebuilt twice after being destroyed by fires. After the first fire in 1723, the church was given a larger, octagonal tower. Following a new fire in May 1990 which left almost nothing but the external walls, the church was faithfully reconstructed and reopened in 1995. Several notable Swedes are buried in the cemetery. The most well-known is former Foreign Minister Anna Lindh, who was assassinated in 2003."
Sofia Church,"This 1902 Romanesque parish church is on the top of a hill, which is a great viewpoint in its own right. Vita Bergen is a calm park, sloping southwards."
Catholic Cathedral,"Built in 1892 for the Church of Sweden. Since 1953, it serves as a cathedral for the Stockholm Diocese of the Roman Catholic Church (including all of Sweden). Most Catholics in Sweden are recent immigrants from countries such as Poland and Chile."
Stockholm City Museum,"Displays the history of Stockholm, with special attention to construction, architecture and interior design. Closed for renovation until autumn 2017."
Transport Museum & Toy Museum,"Tegelviksgatan 22 (Bus 2 from Slussen). Maybe not for everyone, but still entertaining, Spårvägsmuseet is a museum of Stockholm's public transportation. Walking through historical buses and metro cars is quite fun but not enough text is in English. The Toy Museum has model railroads and a Mickey Mouse collection, among other things."
Fotografiska,"A private museum opened in 2010, in an industrial building from 1906. Besides the exhibitions, they have a diner with a great waterfront view."
Almgrens sidenväveri,"A silk workshop, still operating 19th century machinery."
blås & knåda,Ceramics and glassware gallery.
Konsthantverkarna,Ceramics and glassware gallery.
Grafiska Sällskapet,The Swedish Printmakers' Association.
Färgfabriken,"An exhibition hall in Liljeholmen housed in an old paint factory from 1889 (the name translates to ""the paint factory""), calling itself ""laboratory of the contemporary"". It is perhaps one of Sweden's most interesting scenes for contemporary art. Unfortunately, it is closed for most of the summer."
Temporära konsthallen,An alternative art hall in a 16th century building.
GlashusEtt,"The ""glass house"" in Hammarby Sjöstad showcases the innovative technologies and solutions in use in the neighbourhood and is itself a very innovative building, heated and provided with energy by a selection of ""green"" technologies. Inside, you will find various exhibits and presentations about Hammarby Sjöstad. While most of the explanations and descriptions are in Swedish only, the staff may help you translate this to your language. You may also order a tour for a larger group for SEK 2500."
Långholmen,"An island with several good spots for swimming, including a small sandy beach."
Tantolunden,"A big park, known for its quaint allotment gardens, and its beach. Crowded during summer. Good for outdoor games. Also contains a miniature golf course."
Eriksdalsbadet,A public gym and swimming facility with both indoor and outdoor Olympic-size swimming pools.
Zinkensdamms IP,"A soccer pitch, frozen for Hammarby's bandy games during winter. Home ground of Stockholm Mean Machines, an American football team."
Midnattsloppet,"A 10 km night-time running event held annually in mid-August on the streets of Södermalm. There is plenty of live music and other entertainment along the course, creating a party vibe that draws huge numbers of spectators."
Victoria,"On the lively Götgatan street, this beautiful 1930s theatre screens a broad variety of Hollywood blockbusters as well as old classic movies ranging from the birth of cinema and onwards."
Rio,"Amidst the bars of the Hornstull district, this charming independent theatre, neighbouring the LGBT-friendly café Copacabana, arranges screenings of films of all sorts - from 3D-features to festivals of low-budget shorts."
Folkoperan,"Stockholm's second opera house, usually staging classics sung in Swedish, to a modernized arrangement."
Trekanten,"One of the main features of the Liljeholmen borough is this lake, which allows swimming at summertime and ice-skating in the winter. The 2½ km walk around the lake is magnificent. At the half-grass half-sand beach, the water temperatures are quite high in the summers, when many are bathing in the safe, clear water. If you are visiting in winter, don't miss the hill about half way through the walk which allows sledding, when the snow is thick. At summer, you can also do some fishing with the locals, if you ask the fishing club for permission. There are two ice-cream shops, one at the beach and one at the entrance of the lake. A small café serving hot food is located about a quarter of the way round the lake."
Hammarbybacken,Hosts alpine skiing in case of freezing weather (usually January-February). The view from the summit is great around the year.
Dieselverkstaden,"A community centre with several attractions, including a theatre, a climbing gym and a cinema."
Stockholm County Museum,Is a small free-entrance museum.
Sickla Ovan och Under,"Is an experimental mine, dug out by mining equipment manufacturer Atlas Copco. Guided tours are available."
Globen,"Located just south of Södermalm, and claiming to be the world's largest hemispheric building with 110 metres across, the Globe has been one of the most eye-catching features of the Stockholm skyline since its inauguration in 1989. It is frequently used for ice hockey games but also for other sporting events, as well as concerts and galas."
Hammarby,"(T Globen/Skärmarbrink) A 30,000-seat stadium opened in July, 2013, featuring football (soccer) rivals Djurgårdens IF and Hammarby, as well as concerts and other sport events."
Stockholm International Horse Show,"A major international indoor equestrian event, held annually in the Stockholm Globe Arena, featuring the World Cup in dressage, show jumping and World Cup Four in Hand driving."
Stockholm Skyview,"An elevator at the outside of the arena, to the very top, with a panoramic view of Stockholm. The ride lasts 20 minutes, and costs 130 SEK for adults, and 100 SEK for children and seniors."
Emmaus,Second hand store.
Weekday,"Large assortment of the popular Swedish jeans Cheap Monday, which, surprisingly, is rather cheap."
Designtorget,"A design store specializing in smaller items, ranging from the beautiful to the useful to the downright eccentric."
Boutique Sportif,Somewhat odd shop with a large number of very hip and rather expensive street wear brands.
Acne,Denim and some inventive young fashion.
Whyred,"Laid-back minimalistic designs in low-key colors, often with some interesting details."
Sneakersnstuff,"Passionate about sneakers, this store has a huge assortment of contemporary and classic designs, including limited-range models."
Sivletto,"Going through a rather anonymous door on a silent back street, down a spiral staircase leading down into a dimly lit cellar, it is hard to believe you're on the right track. But when you step down, you will find yourself in the midst of a fascinating celebration of American 1950’s culture. Retro and vintage clothes, but also a lot of other stuff from the era, as well as a hairdresser and a café. Well worth a visit just for a look around."
Fifth Avenue Shoe Repair,"Traditional tailoring, modern designs, mostly in black and white."
Nakkna,Sophisticated young fashion in low-key colors.
Lisa Larsson,second hand store.
Beyond Retro,second hand store.
Stockholm Stadsmission,Second hand store.
Myrorna,A second hand store run by the Salvation Army.
Judiths,Second hand store.
La Principessa,Second hand store.
Pet Sounds Records,"A record store with independent pop, alternative rock and other genres of music with more cred than chart placements. A real institution among Stockholm's music fans."
Multi Kulti,"A small but well-stocked music store specialising in the genres popularly called ""world music"", with welcoming and knowledgeable staff."
Cocktail,Two rather eccentric sister stores with a collection of colourful household items and other stuff. Good for small gifts.
Cocktail Deluxe,The other location of Cocktail.
Ringen,"Fashion, home decor, restaurants and more."
Skrapan,"A rather small shopping centre, opened in 2007, with a number of fashion stores and a rather diverse collection of other shops, in part geared towards the students living in the skyscraper on top."
Bruno,A very small indoor shopping centre with a handful of fashion stores focusing on street wear.
Sickla Köpkvarter,Is an enormous shopping centre dominated by major firms.
Globen Shopping,"Next to the Globe Arena, Globen."
Muggen,A mainstream café with modern design in a central Södermalm location.
Cafe Rival,"A nice café, which like the hotel next door is owned by Benny Andersson of ABBA fame. (You won't find any traces of ABBA in the place, though."
Skåningen Kaffebar,Very good coffee with excellent personal service. Small outdoor service where you can smoke.
Cafe Helgalundens Korta Varor,"Extraordinarily good coffee and sandwiches. Not to mention the service. They also carry a good selection of Swedish indie music, some truly hard-to-find DVD's and a few freshly printed T-shirts. All of it is sold at very affordable prices."
Fåfängan,A café close to the eastern tip of Södermalm with a good view of the city. Music some days during lunchtime.
Copacabana,"Copacabana brands itself a queer feminist café and draws a LGBT crowd from all over the city, as well as locals both gay and straight. Friendly atmosphere and afternoon sun on a few outdoor tables."
Vurma,Also on Kungsholmen and in Vasastan.
Café Puck,Also on Kungsholmen and in Vasastan.
String,WiFi access.
Jerusalem Kebab,"A very simple kebab bar, with great value for small money."
Chutney Bar & Matsal,"offers a choice of vegan dishes for 88 SEK. Self-service salad, water, fruit tea and chutneys are free. Often quite packed but it's normal to share a table with strangers here."
Folkets kebab,"A kebab diner. The buffet (open 11:00-19:00) is great, 69 SEK."
Folkets kebab,Another kebab diner in the same chain.
Creperie fyra knop,"Authentic French-speaking crêpes/galettes place. The place is often crowded and the service can be very French, in all senses of the word, but the food is excellent. Booking recommended. Mains 70-92 SEK."
Nystekt Strömming,"Typical Swedish food, difficult to find elsewhere. Fried herring in all variants, e.g. with mashed potato. Just a small stand, outside the northern exit of the Slussen metro station. Very good and quite famous! Open 11:00-18:00 in the summer, 11:00-15:00 in winter."
Galleria Slussen,"Just across the bridge from Gamla Stan, has several cheap dining options, though the only one open late is McDonalds."
Metro Pizzeria,An Italian restaurant in the metro station serving pizzas.
Trekanten restaurant,"Serves traditional Swedish food, located about one quarter around the Trekanten lake."
Pelikan,Offers a small selection of Swedish dishes (including the famous köttbullar (meatballs)). The selection changes according to the season. The food is excellent and very good value for the money.
Svejk,"On the cheap end of mid-range, this friendly, cosy and unpretentious Czech restaurant serves Central European fare and a wide selection of Czech beer. Great value for money."
Ho's,"While Stockholm has a fair number of cheap Chinese restaurants, most serve a rather bland and watered-down version of the most popular ""westernized"" staple dishes. While the competition is not all that fierce, Ho's stand out as a quality choice, with a wide selection of dishes with more spice and taste."
Koh Phangan,Authentic Thai restaurant with great food. Booking recommended.
Hermans,"Sumptuous weekend vegetarian buffet (theme changes weekly) followed by delicious coffees, teas, and desserts (140-190 SEK depending on beverage/dessert choice). The view over Stockholm is amazing, go there at sunset and sit on the back terrace. They sometimes have live entertainment."
Nana Thai,A friendly restaurant serving delicious Thai food.
Nem nem qúan,Excellent and decently authentic Vietnamese food. Cheap lunch offers. Booking recommended.
Van der Nootska Palatset,"An 18th century palace, mainly used as a conference centre. Lunch is served 11:00-14:00, and a classical julbord (Christmas buffet) during December."
Hornhuset,"Built in 2013. Krogen is a classical diner, while Torget is more casual. Enzo's, on the top floor, is an Italian diner with international association football."
Gondolen,"A fancy and expensive restaurant run by the famous chef Erik Lallerstedt, in the peculiar 1930s elevator building Katarinahissen. There is an inexpensive branch named Köket in the same premises where you can eat the best of Swedish cuisine for considerably less than in the main dining room, although you'll miss out on the fabulous view of the city. Dress code may apply! Mains in main dining room 185-300 SEK, tasting menu 650 SEK."
Svartklubben,"In contrast to restaurants with a great view, this diner puts guests in a pitch dark room. Waiters are blind. Reservations only."
Zee the Restaurant,Luxury dining with a waterfront view.
Akkurat,"Friendly English-style pub offering good food, real ale, plenty of beers from all over the world as well as 450 different whiskies. A place where younger and older drinkers meet."
Indigo,"A really small bar with an eclectic colour scheme, usually drawing a rather young crowd. This is a good place to start the evening."
Oliver Twist,"Warm and cozy English-style pub offering good food, real ale, and other beers from around the world."
Patricia,"As one of the few nightclubs open to 05:00, they have a harsh (but arbitrary) entrance policy. Dominated by gays on Sunday nights."
Södra Teatern Bar,"Open Thursday, Friday and Saturday nights, this very relaxed and stylish bar offers a marvellous view of Stockholm from its lounge. Be sure to come before 23:00 to get seats offering the best view."
Mosebacke Etablissement,"In the same building as the Södra Teatern theatre and bar, this is a laid-back restaurant, bar and music venue. In the summer, its large beer garden with a panoramic view is extremely popular with Stockholmers and tourists alike. Indoors, you will find lots of clubs and live music in a wealth of genres, including brunches with live jazz on weekends 10:30-03:00."
Sjögräs bar,"Next door to a decent, if a bit expensive, restaurant by the name 'Sjögräs' (Seaweed), specialising in Caribbean fare, this small bar offers a wide selection of rum brands. The standard European beers are still the most popular choices for the young and rather trendy clientele, however."
Carmen,"Cheap beer, pub grub, and a lot of young broke hipsters at this Södermalm bar."
Gröne Jägaren,A sport and karaoke bar with history back to 1692. There are several other places in the hood and you will probably find a seat.
Kelly's,"Cheap beer, cider and shots for as little as 24 SEK each. Minimum age of 23 to enter. Hard rock music and poor acoustics. You will blend in well if you wear black leather and tattoos."
Vampire Lounge,A small basement bar with atmospheric Gothic furnishing. Great cocktails. Gets crowded at weekend nights.
Kvarnen,"A beer hall with old traditions. Popular with fans of the football club Hammarby IF. In recent years this place has expanded, adding more modern, trendy bars in adjoining rooms. Has a wide selection of beers and food at decent prices."
Himlen,"Once upon a time, the landmark skyscraper on Götgatan housed the offices of the Swedish Tax Agency. After major renovations, the building reopened in 2008, transformed into the unlikely combination of a small shopping mall, student apartments and, on the 25th and 26th floors, an exclusive-looking sky bar and restaurant offering visitors one of the most spectacular panoramas over the city. Enter from inside the Skrapan shopping center."
Scandic Malmen,"A hotel bar with several rooms, good for large groups."
Söderkällaren,Cheap beer and reggae music.
Södra Sällskapet,"Except a restaurant and a bar, the venue hosts Sweden's most active stand-up comedy club. Showtime Monday-Saturday at 20:00. Monday shows are in English."
Pelikan,"An old style working-class beer hall with a very authentic feeling, for those traditionalists who think Kvarnen has sold out in recent years. High noise level but quite a friendly crowd. Also offers simple and authentic Swedish food at a reasonable price."
Thai Boat,"An outdoor boat bar, for fans of Thailand."
Trädgården,"Is a summer-only open-air nightclub, that is well worth a visit."
Under Bron,"Is the winter equivalent, with alternative electronic music."
Big Ben,"Stereotypical English pub, best known for its stand-up comedy club, with free-entrance shows in English every Thursday on 20:00. Live music at weekend nights."
Strand,"A two-part establishment at the waterfront, with a free-of-charge bar, and a nightclub that usually stages alternative concerts."
Trädgården,"A popular summer club, probably owing much to the fact that half of the club (including one dance floor) is situated outdoors, since Swedes love to spend as much of their brief summers as possible outdoors. Not to be confused by the similarly named club in Södermalm."
Slakthuset,"In Slakthusområdet (""the meatpacking district"") is, with inspiration from the New York counterpart, a nightclub for alternative dance music. With very casual furnishing, the livestock blood has barely been washed off the walls."
Acco Hostel,"Free bed linen and towels, free access to computers with Internet connection in the lobby, free WiFi access in all rooms, free access to washing machine and dryer, free tea and coffee, free luggage storage room, 24/7 security observation."
Globen Villa,"In this quiet neighbourhood of traditional working-class houses a welcoming lady rents 3 units for bed and breakfast. Two of the units are separate buildings, which are well equipped. The breakfast consists of several fresh things like bread, fruits and drinks. The cabins are cosy and great value. The metro is a 5 minute walk and from there 10 minutes to the main attractions. Short, the location is fine. The units have their own kitchenettes, so you can cook yourself. The supermarket is a 10 minute walk. Discounts apply if you stay longer. 1200 SEK for a weekend from Friday evening to Sunday. 3500 SEK for a week and less if you stay longer."
Långholmen,"Spectacular hostel built in an old prison where you actually stay in the old cells (making them limited to the size). The place is clean, and the staff is nice and friendly. The atmosphere is really one of a kind. It is also a hotel and the breakfast buffet holds top-standard and costs 75 SEK. They have a guest kitchen, internet terminals, washing machine/dryer, and there are a lot of green areas and bathing opportunities around. The Hornstull Metro station is about 800 metres away."
The Red Boat,A boat-hostel. The boat was launched in 1914.
Skanstulls vandrarhem,"You don't require a STF card at Skanstulls vandrarhem but the prices are still cheap and the standard is higher than the STF hostels. And compared to the STF hostels, this is more flexible. Skanstulls hostel opened in May 2007 and is a clean and central hostel. Very close to popular SoFo. Book in advance since it is almost always fully booked."
